imie;nazwisko;miasto;ulica;nr;mieszkanie;data_ur;pesel
Nadia;BACIEJOWSKA;Za Rzeką;ulica Krokusów;17;97;16.04.1923;23041636741
Aleksander;BEN MOHAMED;Lipniki;ulica Drobiazg;92;14;07.06.1926;26060780150
Kamil;FEDYSIO;Kadzidłowa-Grabinka;ulica Emila Zegadłowicza;49;63;18.07.1965;65071870860
Leon;MOAZZAM;Wodnica;ulica Będzińska;6;65;28.12.1983;83122812286
Ignacy;NIEMSOWICZ;Niwy;ulica Cieplarniana;50;73;21.01.1965;65012199294
Antoni;ONOPA;Zawada;ulica Edwarda Stachury;3;67;14.01.1925;25011478105
Oliwia;SADTKE;Płomiany;ulica Horacego;9;27;28.12.1909;09122871849
Aleksander;GAWLETA;Dębniak;ulica Pogodna;26;92;09.11.1929;29110974203
Hubert;ŁONTKOWSKI;Dzicze;ulica Adama Ciołkosza;74;86;19.08.1913;13081975161
Kornelia;WIZNY;Bugzy-Święchy;ulica Zagajnikowa;45;44;29.11.1960;60112978657
Jakub;SERASZEK;Kruszyniany;ulica Josepha Conrada;57;68;30.02.1927;27023089070
Patryk;JEZOWIT;Stawki;ulica Błękitna;63;49;18.06.1963;63061895454
Mikołaj;KAJAIA;Radoszkowo;ulica Andrychowska;56;55;06.11.1908;08110662609
Helena;IVASKEVYCH;Podkorzeń;ulica Gardenii;54;61;29.02.1907;07022911669
Kaja;BIELIK;Regny;ulica Kominkowa;40;9;17.05.1970;70051745543
Emilia;MALAJEWSKA;Godawy;Aleja Krakowska;96;27;18.09.1988;88091856374
Blanka;RANDONE;Załęże-Parcela;ulica Morelowa;71;36;30.10.1987;87103055769
Mikołaj;SZMULKIS;Borek Klimontowski;ulica Szałwiowa;49;86;15.02.1924;24021513140
Agata;KRZESIELSKA;Promnik;ulica Jarzębinowa;85;62;18.03.1959;59031874549
Lena;DUDARIK;Gniazdo;ulica Strzelecka;33;70;28.10.1968;68102830144
Maria;ŁABUSINSKA;Gajówka;ulica Aleksandra Orłowskiego;47;92;10.04.1909;09041029677
Igor;DZYNGEL;Wsola;ulica Mniszka;85;72;26.05.1914;14052610716
Karol;KOZLAK;Mąki;ulica Liściasta;98;22;28.03.1916;16032889523
Jagoda;GAJZNER;Koszyn;ulica Izerska;46;35;25.09.1970;70092565276
Amelia;VAN DER VYVER;Pazganówka;ulica Kuracyjna;60;62;26.09.1915;15092682179
Bartłomiej;MUSZOL;Dziedziny;ulica Rozszerzona;38;4;24.11.1934;34112413716
Natalia;DANOWICZ;Promnice;ulica Wolicka;9;50;11.12.1980;80121198299
Nikodem;SZTANGA;Buczek;ulica Dowódców;85;75;25.06.1933;33062510620
Marcelina;ROGOSCH;Działkowicze;ulica Wał Kościuszkowski;72;75;02.08.1981;81080296493
Oskar;KAJLEWICZ;Glinki;Skwer 1 Dywizji Grenadierów - Francja 1940;100;3;02.02.1923;23020266220
Adam;VANITSEK;Chrzemce;ulica Mysikrólika;51;81;13.07.1986;86071323303
Oskar;WITBRODT;Dzbanów;Park Wilanowski;53;88;13.06.1931;31061327488
Kaja;ZIELCZYŃSKA;Hubertów;ulica Zachodnia;88;60;13.09.1968;68091310572
Filip;HRYMOWICZ;Góra;ulica Brzoskwiniowa;81;16;12.04.1992;92041258535
Sebastian;KILEWSKI;Błota;ulica Modrzewiowa;91;65;26.01.1907;07012618323
Amelia;CZERKASOW;Czystebłota;ulica Berberysowa;61;58;27.12.1985;85122761951
Weronika;JARENTOWICZ;Chorągwica;ulica Konarowa;16;34;18.02.1993;93021838184
Amelia;LORAND;Stara Wisła;ulica Strażacka;94;50;10.08.1940;40081062712
Katarzyna;RATLIFF;Stara Wieś;ulica Fokstrota;5;71;12.02.1918;18021288089
Dawid;DYBALSKI;Lipienice;ulica Antoniego Edwarda Odyńca;47;62;25.12.1950;50122551874
Laura;CHANDLEN;Pludwiny;ulica Wiktorii Kaweckiej;42;48;15.03.1961;61031576428
Nikola;PRUSZYDŁO;Marianki;ulica Resorowa;36;36;06.09.1959;59090651173
Michał;SADOWIAK;Cieluch;ulica Antonia Corazziego;22;89;04.12.1959;59120439052
Julia;BIERCUK;Pusta Dąbrówka;ulica Pilchowicka;57;19;17.10.1980;80101724434
Mikołaj;PORANIUK;Dziurak;ulica Dobra;49;98;13.04.1966;66041380450
Emilia;RUCIN;Panki;ulica Podróżnicza;1;28;24.11.1916;16112437203
Bartłomiej;OSMECZKO;Joachimów;Plac Grunwaldzki;65;36;12.07.1943;43071210452
Iga;KOHLERT;Podlesie;ulica Postępu;14;58;25.10.1936;36102514216
Bartosz;KIRBY;Zawady;Rondo Geografów;32;58;04.09.1942;42090441084
Klaudia;BRYLOWSKI;Wola Kożuszkowa;ulica Juliana Smulikowskiego;90;22;30.01.1951;51013056905
Wojciech;REHSE;Radwanki;ulica Kotwiczna;58;34;07.12.1998;98120760060
Piotr;DEMBLEWSKI;Puchacze;ulica Szynowa;15;9;12.11.1921;21111233969
Tomasz;ZHMUNDULIAK;Nowiny;ulica Drozdowa;34;16;09.04.1933;33040969654
Jakub;POŁZOŃ;Roztoki;ulica Karola Borsuka;23;38;24.12.1968;68122423696
Filip;ROZNAU;Ostrówek;Trakt Napoleoński;56;11;20.04.1958;58042046976
Miłosz;PIROZHOK;Osiek;ulica Przebieg;96;96;27.03.1913;13032794336
Bartłomiej;KAPLEWSKI;Plony;ulica Kapitańska;49;55;16.04.1990;90041637474
Iga;TOWPIEKO;Nowoć;ulica Otwarta;97;79;20.10.1992;92102029307
Adam;SHYSHANKOU;Glinnik;ulica Fryderyka Chopina;96;42;23.08.1993;93082399309
Oskar;MICEVSKI;Srogowie;ulica Józefa Lewartowskiego;78;54;24.04.1916;16042466647
Marcelina;URASZEWSKA;Trzcinno;ulica Śmiała;59;69;29.09.1943;43092910412
Paweł;ZADUSZKO;Giełczew;ulica Łukasza Drewny;24;26;01.04.1946;46040160884
Agata;GOLCZEWSKA;Budno;ulica Bandoski;9;61;29.08.1944;44082992350
Amelia;SURRAY;Suchorzew;ulica Antoniego Bohdziewicza;52;23;14.08.1958;58081438730
Krzysztof;ZANYK;Czaplinek;Plac Zamkowy;56;30;17.11.1914;14111767302
Jagoda;COLGAN;Marianowo;ulica Cudnowska;26;6;13.02.1920;20021355206
Łukasz;SPINDRAS;Zalesie-Dwór;ulica Lubiana;31;74;13.04.1984;84041330240
Antoni;PAJERCZAK;Gnaty;ulica Wilcza;52;10;08.10.1982;82100823599
Jan;JUSZT;Budy Grzegorzewskie;ulica Zielony Zagajnik;75;40;25.08.1959;59082594840
Anna;DEMIANICZ;Brzezina;Plac Mirowski;21;59;21.10.1969;69102180724
Kamil;BAFIAN;Nowomichowska;ulica Tkaczy;10;45;19.01.1979;79011961439
Miłosz;STODZIERZ;Sienickie;ulica Nad Strugą;39;29;21.05.1906;06052114834
Jan;MISZK;Chropań;ulica Produkcyjna;53;18;19.05.1966;66051916966
Łukasz;WĄSOWSKI-GOLDBERG;Osipy;ulica Aleksandra Wejnerta;52;33;23.01.1972;72012382838
Kacper;BARCHYNA;Kobylaki-Czarzaste;ulica Gościnna;25;36;11.09.1928;28091169885
Antoni;HOLLESCH;Nasale;ulica Kryniczna;3;94;12.06.1991;91061218180
Amelia;MANDRELLA;Ludzisko;ulica Szkutników;88;86;25.12.1972;72122516635
Oliwier;BOLDUMA;Nałęczów;ulica Bajońska;61;100;09.12.1980;80120931706
Ksawery;ZIONTECKI;Gołogóra;ulica Głęboka;60;15;22.02.1993;93022296500
Maksymilian;MORŻAK;Jackowo Włościańskie;ulica Organistów;59;80;11.03.1907;07031145690
Sebastian;WINCIAŁOWICZ;Przeciszewo;ulica Kingi;8;75;05.04.1944;44040599656
Kinga;BAHAT;Leniszki;ulica Nowolipki;79;94;07.12.1970;70120796431
Antoni;CHEŁCZYŃSKI;Gnaty-Soczewka;ulica Świerkowa;54;37;24.06.1993;93062485884
Sebastian;CHAŃCZAK;Janów;ulica Kręta;5;68;03.12.1950;50120342461
Maciej;RACHALSKI;Chorki;ulica Dolomitowa;93;100;30.09.1975;75093035390
Jan;LAPIAK;Wołcza Mała;ulica Ogniskowa;37;72;10.10.1985;85101055961
Hanna;MYGALKO;Skidniówek;ulica Podmokła;84;68;12.10.1952;52101236219
Zofia;KETTELER;Ciućkowo;ulica Zapustna;63;37;08.02.1987;87020851797
Małgorzata;MOISEVYCH;Lipa Druga;ulica Aleksandra Kostki Napierskiego;64;65;26.07.1920;20072635546
Dominik;CEBENKO;Bogdanów-Kolonia;ulica Chylicka;22;12;28.06.1937;37062828941
Mikołaj;SHTENGEL;Radosz;ulica Oczeretu;95;74;25.12.1919;19122553732
Fabian;RICER;Gaj;ulica Wójcicka;43;85;01.02.1966;66020199816
Julia;AKARSU;Jonina;ulica Lekarska;87;44;13.10.1951;51101344108
Gabriel;DIADCHENKO;Dębina;ulica Lipińska;65;38;14.10.1936;36101478751
Izabela;BIATOVA;Ochla;ulica Orchidei;37;36;22.11.1995;95112295923
Alan;PILSZAK-KĘPSKI;Zalesie;ulica Zajęcza;98;45;30.09.1988;88093044238
Aleksander;SZLIS;Łęgowo;ulica Augustyna Locciego;20;43;26.10.1935;35102644387
Karolina;DATSKO;Romanowce;ulica Wierzbowa;66;47;05.02.1958;58020597778
Wiktor;ARMUSIEWICZ;Parcele Górki;ulica Zygmunta Słomińskiego;67;5;13.01.1940;40011338153
Wojciech;LUVSANTSEREN;Krzyżanowice;ulica Studzienna;60;59;03.08.1954;54080385114
Blanka;GORON;Jabłoń-Zarzeckie;ulica Braci Załuskich;56;60;22.12.1910;10122216770
Franciszek;NOUIRA;Stare Miasto;ulica Mango;17;76;24.04.1992;92042415866
Łucja;RAVASIO;Józefów;ulica Korytnicka;78;92;30.01.1962;62013012554
Katarzyna;STÖLLER;Łazy Marcinkowickie;ulica Muranowska;8;17;09.07.1953;53070987817
Nadia;BIRLEW;Wilkoniczki;ulica Leszka Białego;29;62;07.11.1945;45110764810
Adam;SZMAGAJ;Przygórze;ulica Jana Żiżki;7;16;06.08.1996;96080690933
Maja;CHZHAN;Gałczynek;ulica Chałupnicza;9;86;12.01.1929;29011219967
Ksawery;ÇOPUR;Jurkowiaki;Bulwar Flotylli Wiślanej;40;55;08.12.1910;10120839065
Marcin;BIZUKOWICZ;Pod Buczyną;ulica Eskimoska;2;98;24.08.1972;72082465588
Oliwier;YELSHAYEU;Koźlątków;ulica Kluczowa;37;55;29.09.1977;77092927028
Alan;TARNKOWSKI;Olendry;ulica Szczerbca;75;48;05.01.1931;31010576904
Marcelina;PLAJZER;Prusinowice;ulica Pejzażowa;14;29;30.03.1963;63033021977
Filip;BERAIA;Romejki;ulica Widoczna;76;44;26.07.1980;80072644770
Marcel;KEDYCH;Wygon;ulica Orlego Lotu;55;43;30.09.1971;71093090962
Adam;HAWLICZEK;Jasieniec Północny;ulica Matematyczna;17;81;13.11.1956;56111333265
Barbara;BURTKA;Spie;ulica Dąbrowy;39;50;17.01.1995;95011741164
Blanka;DOWKSZA;Grocholice;ulica Teresińska;21;87;06.11.1914;14110680316
Maria;NIEDZIELSKA-NOWAK;Ostaszów;ulica Kawcza;61;33;20.09.1937;37092078179
Michalina;PIWIEC;Strzemieczne-Hieronimy;ulica Rosy Bailly;76;29;14.08.1918;18081483190
Tomasz;BLOISE;Wola Mokrska;ulica Bursztynowa;91;46;16.05.1991;91051641711
Michalina;WITCZYŃSKA;Strzybnica;Bulwar gen. George'a Smitha Pattona;36;91;16.03.1965;65031667695
Izabela;WŁADZIELCZYK;Jaskówka;ulica Malczycka;22;51;18.11.1908;08111828779
Patrycja;STAŃCO;Najdymowo;ulica Księcia Ziemowita;11;49;21.04.1950;50042114356
Karolina;VASYLKEVYCH;Hurna;ulica Kupiecka;45;28;27.03.1906;06032743604
Julia;GREDŻUK;Popiele;ulica Reprezentacyjna;96;24;28.08.1916;16082814643
Zofia;TARUNT;Pręgowo Górne;ulica Dorycka;88;47;27.09.1960;60092732165
Marcelina;SIRYK;Tarnowska Wola;ulica Przodowników;35;11;03.07.1985;85070314510
Maria;OBRĘBSKA-KRAŚNIEWSKA;Zagroble;Rondo gen. Charles'a de Gaulle'a;34;77;10.10.1937;37101011927
Natalia;HYŻEWICZ;Mikoszówka;ulica Czerwonego Krzyża;61;70;07.03.1958;58030783034
Antonina;GRZESIAK-TRZASKA;Żar;Skwer Andrzeja Woyciechowskiego;46;49;28.05.1930;30052876272
Jakub;SKUCIK;Zielonka;ulica Bronisława Wesołowskiego;39;14;01.01.1912;12010142904
Martyna;WIKSZEMSKA;Górki Śląskie;ulica Porostowa;65;1;19.10.1994;94101965484
Iga;SHYRAYEVA;Halinów;ulica Dymkowska;51;49;26.12.1938;38122682268
Emilia;LEWANDOWSKA-JÓŹWIAK;Brześć;ulica Świtezianki;10;95;09.02.1991;91020977382
Nadia;BASZUCKA;Kamionka;ulica Igrzyskowa;60;3;03.05.1910;10050388568
Patryk;KALBOWIAK;Tłokinia Kościelna;ulica Myśliwska;58;77;27.07.1929;29072740708
Helena;YASKEVYCH;Rybak;ulica Giewont;41;22;15.02.1974;74021558815
Igor;MAŃCZUK;Domałówka;Aleja Jana Rodowicza „Anody”;84;71;01.05.1926;26050171028
Ksawery;SOWILARSKI;Miękinia;ulica Włodzimierza Dolańskiego;41;55;19.10.1914;14101973948
Kinga;REWA;Saki;ulica Antoniego Pallutha;69;36;14.03.1925;25031488089
Laura;LYPYN;Biskupice-Majątek;ulica Maksymiliana Roli;70;25;01.07.1965;65070162169
Marta;PAAR;Ligęzówka;ulica Dziewiarska;49;53;17.12.1922;22121786538
Aleksander;UJMIAK;Laski;ulica Kruszwicka;48;99;02.07.1990;90070219130
Magdalena;FLORESKUL;Brzeźnica;ulica Bruszewska;93;93;03.09.1916;16090332401
Kaja;BURKOWY;Wólka Cybulska;ulica Zawrat;80;27;11.10.1933;33101129996
Julia;OTRĘBA;Żywocice;ulica Hołubcowa;53;8;20.06.1962;62062042874
Paweł;TRAKUL;Międzyleś;ulica Berestecka;51;28;27.06.1962;62062775902
Helena;WAGASEWICZ;Modliszewko;ulica Masłowiecka;14;5;17.04.1987;87041719335
Oliwier;NIETO-GŁOWACKI;Oziębłów;Skwer Sybiraków;87;22;07.07.1915;15070762332
Nadia;GARUCKA;Banaszka;ulica Wieliszewska;16;32;10.09.1954;54091042227
Nikodem;PLESHKO;Podpolis;ulica Sieradzka;88;52;24.04.1993;93042464213
Gabriela;VASETSKA;Wilczkowice nad Szosą;ulica Malinowa;41;9;02.01.1928;28010224026
Ewa;WINCKOWICZ;Królówka;ulica Lirowa;6;18;27.11.1910;10112728119
Alicja;ROŻYŁO;Pod Dębiną;ulica Galla Anonima;20;6;21.05.1992;92052165268
Emilia;BIĘDZIO;Dulówka;ulica Ciasna;65;100;03.01.1935;35010330097
Liliana;HAMIDOU;Krzynowłoga Wielka;ulica Andrzeja Krzyckiego;60;71;30.04.1936;36043029422
Marta;SHUMSKA;Szkaradowo Szlacheckie;ulica Racjonalizacji;28;89;27.01.1977;77012749454
Blanka;LASSOTA-KALIŃSKA;Fiki;ulica Nefrytowa;54;73;29.06.1982;82062931113
Julian;WALUK;Pólko;ulica Popularna;5;6;17.11.1992;92111727569
Maciej;SWENDROWSKI;Kazimierzew;ulica Geometryczna;9;41;19.12.1961;61121946028
Dominik;KOPACHOV;Zamoście;ulica Stefana Jaracza;72;71;02.01.1910;10010212800
Ksawery;DOMBŻALSKI;Budówko;ulica Kutnowska;5;66;03.06.1939;39060350829
Alan;KLIMASEK;Kadzyń;ulica Na Przyzbie;98;13;09.05.1947;47050918862
Piotr;CENCIONI;Od Miasta;ulica Krzysztofa Kiersnowskiego;89;44;02.10.1962;62100278010
Tymoteusz;LLAKA;Patok;ulica Biwakowa;35;25;25.01.1949;49012556850
Antonina;CIENIUSZEK;Czerniki;ulica Żegoty;52;17;16.05.1999;99051679717
Błażej;HIRTH;Felczyn;ulica Berberysowa;84;20;09.02.1970;70020965319
Marta;STANICZEK ANDRADE;Nowe Zawady;ulica Flisaków;16;63;07.07.1963;63070739082
Nadia;WOŹNIAK-KOZIEŁ;Mrowcówka;ulica Józefa Chmiela;48;52;11.06.1953;53061189749
Antoni;MATUSZAK;Nowe Grodzkie;ulica Sulimy;82;3;08.09.1961;61090884828
Kamil;CHENDOSZKA;Dębnowola;ulica Cyraneczki;87;85;29.01.1958;58012924147
Bartłomiej;PISARČÍK;Grabie;ulica Henryka Opieńskiego;95;57;01.10.1965;65100151225
Pola;KRAUTWURST;Korea;ulica Książkowa;36;3;01.03.1959;59030114523
Kaja;KRASZYNA;Kąpławki;ulica Modraszki;82;27;23.03.1958;58032338283
Łukasz;XAYSOMBATH;Pod Bartnią Górą;ulica Kobielska;10;94;09.03.1963;63030955291
Oskar;PRYCHOCEN;Zięblice;Park Józefa Sowińskiego;82;52;01.09.1988;88090187240
Kacper;GOLIASCH;Wierzby;Skwer Prymasowski;8;36;17.03.1998;98031751041
Pola;AIT MEDJANE;Babina;Rondo Jana Webera;1;27;21.12.1979;79122180258
Igor;SHRIEBER;Lzy;ulica Foliałowa;11;68;02.06.1909;09060265673
Szymon;TRZCIANKA;Doliny;ulica Moszczenicka;50;33;24.08.1926;26082425899
Błażej;LAZHOVSKYI;Upałty Małe;ulica Dumki;88;44;27.02.1946;46022710228
Fabian;WEPNER;Domaszno;Kamionkowskie Błonia Elekcyjne;88;92;29.08.1912;12082918231
Marcelina;ARASIUK;Kobylany;ulica Bogumiła Zuga;19;34;14.02.1978;78021420454
Pola;CZEBIOŁKO;Dobra Nadzieja;ulica Tarnowiecka;29;10;21.09.1916;16092129357
Natalia;SKRIJKA;Leżachów-Osada;ulica Dzierzby;20;31;16.12.1979;79121660563
Paulina;KRAMPICHOWSKA;Dolina Chochołowska;ulica Efraima Schroegera;74;73;13.05.1927;27051323695
Julia;NOJSZEWSKA;Surówka;ulica Kożuchowska;84;16;25.05.1992;92052547817
Kamil;KOSTIKOV;Ługi;ulica Grudowska;32;85;30.03.1979;79033096465
Hubert;PIŻYŃSKI;Chmielarze;ulica Józefa Korzeniowskiego;42;85;03.09.1923;23090362590
Maria;JUŚCIKIEWICZ;Południowa Ulica;ulica Chełmżyńska;25;82;25.09.1952;52092530551
Marcin;DOREL;Ciołków;ulica Kircholmska;45;87;17.05.1948;48051751049
Kacper;HURBYCH;Płoskie;ulica Dawidowska;86;37;12.06.1930;30061278395
Filip;CZUREJA;Lelitek;ulica Gołdapska;89;4;03.02.1966;66020368007
Blanka;RYBA-ROMANOWSKA;Bruny;ulica Marecka;20;2;22.07.1988;88072299915
Jagoda;NOWOTORSKA;Pliszka;ulica Dudziarska;79;66;19.10.1918;18101965605
Nina;KLUPA;Rumia;ulica Roty;33;33;29.06.1967;67062980586
Patryk;KSIENIEWICZ;Simowa;ulica Korsuńska;60;5;14.05.1928;28051432144
Barbara;BREBOROWICZ;Trępnowy;ulica Benedykta;54;98;22.03.1988;88032250050
Kamil;KADZIKOWSKI;Kolano;ulica Flory;63;75;28.11.1992;92112842426
Mateusz;SHEMSHUR;Łuzki;ulica Literacka;56;60;20.01.1953;53012047110
Paweł;İNANÇ;Dwór;Park gen. Gustawa Orlicz-Dreszera;55;65;27.07.1981;81072741606
Łukasz;TOBILKO;Kępina;ulica Ignacego Krasickiego;16;22;23.05.1911;11052372403
Ksawery;MIGALSKI;Nad Szosą;ulica Sandomierska;46;69;23.12.1948;48122382412
Fabian;KHAMULIAK;Sucha Huta;ulica Nowy Zjazd;42;45;27.12.2000;00122762500
Oskar;TSYKTOR;Kleczkowo;ulica Podolszyńska;77;84;26.05.1911;11052671713
Igor;MOZERSKI;Flądrówka;ulica Daszowska;78;61;19.03.1914;14031950754
Agata;SZTANDARSKA;Wyr;ulica Gorajska;13;85;22.01.1932;32012229954
Krzysztof;ŻGIERSKI;Jakuszyce;ulica Kluczowa;68;14;06.04.1955;55040673338
Ignacy;HUTOROV;Kazubek;ulica Wiosenna;54;96;23.04.1958;58042385790
Gabriel;CHWASTIKOW;Stasiewizna;Rondo kard. Adama Sapiehy;72;26;17.09.1978;78091732497
Katarzyna;CZECHAŃSKA;Pokarczemne;ulica Niewielka;53;26;19.05.1963;63051995951
Weronika;PACELIK;Rybaki;ulica Złotej Jesieni;97;98;18.12.1942;42121811109
Bartosz;ŁOBOCKI;Pospólno;ulica Jasnoty;90;35;02.06.1908;08060282346
Alan;VIKSTRÖM;Marcelewo;ulica ks. Jana Flazińskiego;6;40;16.08.1954;54081614135
Fabian;BONATA;Cło;Skwer Wasyla Stusa;75;36;30.11.1931;31113064937
Oskar;KERI;Brzeziny;ulica Piotra Michałowskiego;86;3;11.04.1994;94041132854
Franciszek;KILL;Śmiecin;ulica Antenowa;12;55;07.12.1990;90120711577
Sebastian;TZEELON;Florentynowo;Plac Gabriela Narutowicza;53;2;19.04.1981;81041910054
Nadia;GĘGOTEK;Suśnie;ulica Sekundowa;51;42;30.04.1937;37043054656
Marcelina;GAŻA;Kamionki;ulica Żurawiny;83;92;29.07.1920;20072986513
Kinga;VUYTSIK;Gorzków Nowy;ulica Gubinowska;66;90;08.01.1945;45010827333
Maciej;VIARTSINSKI;Wielątki-Folwark;ulica Nasielska;53;86;19.11.1911;11111946967
Hubert;PIĄTEK-PRZYSZLAKIEWICZ;Maczki;ulica Rybałtów;8;28;17.01.1956;56011765212
Oliwia;LAUK;Na Stawkach;Skwer Batalionu AK „Czata 49”;97;38;10.04.1989;89041025673
Ksawery;GRAZNOW;Dybanka;ulica Macieja Rataja;64;79;09.01.1974;74010941609
Kornelia;ZEMBRICKA;Bącz;ulica Żytnia;73;56;10.12.1973;73121058362
Gabriel;GABRYJONCZYK;Przedmoście;ulica Piskląt;43;88;15.08.1996;96081541773
Katarzyna;CICHOWLAZ;Klimusin;ulica Wczele;61;48;01.09.1917;17090194795
Małgorzata;CERANOWICZ;Kopaczków;ulica Winnicka;4;41;26.07.1977;77072631461
Patrycja;FRĄC;Ruda;ulica IV Poprzeczna;37;53;02.03.1956;56030295440
Wiktoria;SVARYTSEVYCH;Radecz;ulica Okrągła;57;74;20.06.1999;99062031073
Karol;WEISMANN;Brzezianka;ulica Zapole;33;25;19.11.1920;20111957880
Karolina;MOŁDA;Pawłów;ulica Złotych Dębów;71;19;14.07.1971;71071435267
Julian;DELGADO CARRANZA;Paraszyno;ulica Zatrzebie;57;10;21.01.1996;96012191505
Marcel;CHERNOMAZOV;Czaplice-Miłki;Skwer Stanisława Broniewskiego „Orszy”;82;10;16.08.1938;38081696981
Gabriel;TSUHORKA;Jeżewo;ulica Przecławska;48;56;12.05.1934;34051265984
Alicja;PILŚNIAK;Łęg;ulica Gronowa;47;67;16.10.1950;50101686405
Marcel;HARDZIAICHUK;Obrowiec;Most Marii Skłodowskiej-Curie;42;50;26.07.1938;38072660765
Aleksandra;CIOMSCHI;Leśniczówka Mykanów;ulica Władysława Niegolewskiego;32;27;21.02.1934;34022188473
Ksawery;KORNIO;Za Barwą;ulica Smardzewska;72;34;23.09.1944;44092372568
Michalina;BARBOSA KONDRATOVICH;Szpręgelówka;ulica Rezerwowa;95;61;12.12.1998;98121245842
Maciej;SOŁDATOWSKI;Kuźnica Kaszewska;ulica Ignacego Łukasiewicza;37;12;13.11.1961;61111366729
Alicja;WHALLEY;Krzyżewo;ulica Andrutowa;57;62;02.03.1999;99030269002
Weronika;RECŁAW;Maślanka;ulica Zadumana;79;82;10.01.1938;38011014735
Kornelia;GAHR;Skalmierz;ulica Szamotulska;18;54;17.11.1919;19111773975
Tomasz;HAHA;Helenów;ulica Piotra Gruszczyńskiego;37;95;10.06.1957;57061099838
Michał;CASTRO VAZQUEZ;Smerek;ulica Ignacego Łukasiewicza;32;3;17.02.1921;21021761685
Alan;KATSCHER;Daromin;ulica Turkusowa;89;12;06.05.1945;45050624336
Maksymilian;HALSTUCH GHITIS;Zagłobin;ulica Pieskowa Skała;54;15;20.04.1917;17042076653
Laura;STROJEK;Kamienica;ulica Dalanowska;77;19;06.03.1997;97030645471
Kacper;CHIȘCA;Zawsie;ulica Sieczna;91;85;26.07.1985;85072631113
Julia;LUQUE;U Florka;ulica Karpacka;28;65;01.12.1966;66120168372
Maksymilian;LIEVSHYN;Podkończyce;ulica Zabrzańska;91;92;03.11.1960;60110329194
Małgorzata;TYLKI;Dolne Pole-Kolonia;ulica Władysława Okińskiego;83;79;18.10.1913;13101818313
Michalina;YAKUBOVA;Modliborzyce;ulica Kinowa;24;7;19.09.1937;37091964527
Maksymilian;KOTERBA;Górnica;ulica Solidna;4;73;05.08.1937;37080597346
Wiktor;SADKOVYI;Węgornia;ulica Alfreda Nobla;1;6;20.10.1912;12102071954
Mateusz;VEIS;Kolonie Zawadzkie;ulica Suwak;76;53;21.12.1941;41122118873
Natalia;CIESIUŃSKA;Leńcze;ulica Stanisława Mikkego;60;50;29.11.1953;53112916109
Amelia;MAJEWSKA-MILER;Morawy;ulica Wojciecha Bogusławskiego;99;70;07.04.1941;41040758946
Kornelia;ZAKI;Necin;ulica Kominkowa;44;41;05.02.1916;16020591878
Wojciech;MĘDRYGAŁ;Sępolno;ulica Kędzierzyńska;54;12;27.12.1971;71122729779
Ewa;SCHŐNTAG;Kamieniec;ulica Sielankowa;36;49;22.06.1921;21062276007
Fabian;ASADCHY;Krzelków;ulica Starego Dębu;47;77;18.10.1932;32101854101
Helena;HIIBNER;Wieściszów;ulica Stefana Drzewieckiego;17;90;07.04.1946;46040773997
Maja;PHIRI;Dąbry;ulica Balladyny;17;56;26.09.1946;46092680282
Tymoteusz;GERYCH;Karpin;ulica Batalionu AK „Włochy”;52;60;04.02.1907;07020415994
Małgorzata;ŁEPAKOWSKA;Brzóski Stare;ulica Wiolinowa;69;73;06.05.1992;92050612137
Ignacy;ZOWIERUCHA;Troclik Prawy;Plac Dionizego Henkla;99;58;14.02.1954;54021492877
Marta;KOROLEWA;Łęg;ulica Leszczynowa;77;2;27.11.1961;61112793589
Zuzanna;GALANEK-GRABOWSKA;Pod Górą;ulica Miła;93;7;30.10.1980;80103019296
Oliwia;VIUN;Rogożek;ulica Władysława Okińskiego;96;13;09.05.1907;07050951086
Maciej;HERER;Podlesie;ulica Goławicka;61;45;06.09.1927;27090679454
Igor;FOJUTOWSKI;Zabłotne;ulica Pląsy;22;6;25.07.1957;57072559207
Nikodem;BENEDIK;Grębów;ulica Wrzosowa;66;69;30.09.1996;96093026962
Alicja;CHARUTA;Gać;ulica Przyjaźni;31;88;28.05.1928;28052855747
Helena;SYLWA;Kolonia Brzeźce;ulica Zielona;16;50;16.09.1906;06091693654
Paulina;AKOVA;Dąbrówka;ulica Zwardońska;5;41;18.12.1931;31121853266
Ksawery;KHÔNG DOÃN;Krowi Dział;ulica Kolbaczewska;63;22;14.07.1984;84071434262
Maria;OCHOTNY;Bębnów;ulica Pośrednia;46;80;21.05.1909;09052152340
Kornelia;ZYCHA;Trzy Kopce;ulica Poselska;95;8;06.11.1963;63110612738
Oliwier;DAWOUD;Solniki Małe;ulica Franciszka Ilskiego;18;30;13.10.1929;29101380199
Ksawery;HUBCHYK;Gajówka;ulica Herbu Leliwa;25;57;18.05.1964;64051859168
Paweł;STREJKO;Ciechów;ulica Za Łąkami;68;55;08.01.1948;48010825962
Marcin;BRIZZI;Olszanica;ulica Antoniego Bohdziewicza;21;36;19.08.2000;00081930918
Nikodem;PUPENKO;Runowo-Kolonia;ulica Haliny Krahelskiej;83;21;09.04.1934;34040962653
Martyna;SINCOW;Przyrwa;Rondo płk. Józefa Kleibera;52;1;01.01.1916;16010126374
Laura;BIESZK;Podmacharce;ulica Jara;73;5;30.05.1958;58053050873
Tymon;CHOROSZY;Kolonia Kryszyn;ulica Oberka;37;37;12.05.1910;10051241240
